name,number_of_reviews,review_scores_value,cancellation_policy,host_id,host_name,host_for_x_days,host_response_time,host_response_rate,property_type,room_type,accommodates,price,security_deposit,cleaning_fee,minimum_nights,maximum_nights
Small Studio by Theater District,52,8,2,2356643,Ahmed,3415,within a few hours,94,Apartment,Entire home/apt,3,128,100,35,1,1125
Downtown - Boston Common view,8,10,3,757253,Nathaniel,3733,within a few hours,100,Apartment,Entire home/apt,3,220,300,60,2,1125
"LOCATION, LOCATION, LOCATION",135,9,3,2329611,Jon,3418,within an hour,100,Apartment,Entire home/apt,8,334,300,120,1,31
"2 bed,1 bath in the Heart of Boston",30,10,2,11272292,Rebecca,2804,within an hour,97,Apartment,Entire home/apt,6,290,125,60,1,1125
Beacon Hill 1BR near Downtown,14,9,3,12243051,Flatbook,2772,within a few hours,71,Condominium,Entire home/apt,4,139,400,95,3,1125
Prestigous Beacon Hill loft apt.,85,9,3,28662502,Tiffany,2390,within an hour,100,Apartment,Entire home/apt,4,239,399,49,1,1125
Boston Studio Across from Majestic,54,8,2,2356643,Ahmed,3415,within a few hours,94,Apartment,Entire home/apt,2,150,100,40,1,1125
Bright 1bed facing Golden Dome,21,9,3,26988,Anne,4440,within a few hours,100,Apartment,Entire home/apt,3,150,1000,250,6,365
Convenient Stay in Chinatown Boston,5,8,1,47486176,Jack,2153,within an hour,100,Apartment,Private room,3,80,100,10,1,1125
Boston Financial District,2,10,1,25757249,Jason,2445,within an hour,100,Loft,Private room,3,139,150,10,1,1125
"Chic, Stylish 1 BD on Beacon Hill",26,10,3,19917804,Marisa,2593,within a few hours,100,Apartment,Entire home/apt,4,249,300,100,3,1125
Penthouse with Full Harbor View,1,8,1,34226261,Flora,2307,within a day,100,Apartment,Entire home/apt,3,400,1000,75,1,1125
Best view in town - Boston,10,9,2,43959997,Emma,2198,within an hour,100,Apartment,Entire home/apt,6,285,300,100,2,1125
Bookcase 1bd facing Boston Common,5,9,3,26988,Anne,4440,within a few hours,100,Condominium,Entire home/apt,2,175,1000,150,7,30
Downtown 1BR on Boston Common,12,9,3,12243051,Flatbook,2772,within a few hours,71,Apartment,Entire home/apt,2,179,400,95,3,1125
Historic servant's quarters,78,9,3,1846434,Jj,3486,within an hour,97,Apartment,Entire home/apt,4,107,100,50,2,1125
Downtown - on the Boston Common,12,9,3,799496,Jin,3722,within a few hours,100,Apartment,Entire home/apt,3,220,300,60,2,1125
"Beautiful open concept,private  one bedroom",9,9,3,3137257,Furnished Rentals,3333,within a few hours,97,Apartment,Entire home/apt,3,199,500,125,3,1125
Studio apartment in heart of boston,81,8,2,11272292,Rebecca,2804,within an hour,97,Apartment,Entire home/apt,3,220,95,40,1,30
Apartment Above Downtown Crossing,37,9,2,43959997,Emma,2198,within an hour,100,Apartment,Entire home/apt,4,285,300,100,2,1125
Stylish Downtown 1 Bedroom,101,9,2,20582119,Jeff,2579,within an hour,100,Apartment,Entire home/apt,4,265,100,60,1,1125
Downtown Boston with a view!,14,9,3,11792930,Jing,2787,within a few hours,100,Apartment,Entire home/apt,3,185,200,50,1,1125
"extra 25% OFF!! FUN studio, Fast WiFi",15,9,3,56359408,Billy,2060,within an hour,100,Apartment,Entire home/apt,3,206,100,35,2,1125
Lovely 1BR in Downtown Boston,4,9,3,12243051,Flatbook,2772,within a few hours,71,Apartment,Entire home/apt,4,189,400,95,3,1125
Large 1 Bed facing State House,18,10,2,26988,Anne,4440,within a few hours,100,Apartment,Entire home/apt,3,154,1000,250,30,365
"Bright, new, modern studio in downtown Boston",20,9,3,3137257,Furnished Rentals,3333,within a few hours,97,Apartment,Entire home/apt,2,150,500,125,3,1125
Super cool! Modern  2 bedroom loft ,34,9,3,3137257,Furnished Rentals,3333,within a few hours,97,Apartment,Entire home/apt,4,235,500,135,3,1125
"Downtown tri level, 900sq ft 1 bed",13,9,3,3137257,Furnished Rentals,3333,within a few hours,97,Apartment,Entire home/apt,3,175,500,125,3,365
Newly Renovated 2 Bed - Downtown,105,9,2,20582119,Jeff,2579,within an hour,100,Apartment,Entire home/apt,4,325,100,80,1,1125
Spacious Downtown Boston Loft,15,10,2,55316424,Emma + Janine,2068,within a day,100,Apartment,Private room,5,125,100,30,1,7
Beacon Hill top floor sunny studio,5,8,3,26988,Anne,4440,within a few hours,100,Condominium,Entire home/apt,1,175,1000,200,5,14
The heart of Downtown,87,9,2,31804748,Dave,2339,within an hour,100,Apartment,Entire home/apt,4,310,100,80,1,1125
"Beautiful, sunny 1BR apartment in prime location",4,10,2,39584749,Shemesh,2245,within a few hours,100,Apartment,Entire home/apt,4,200,120,40,2,3
Beacon Hill 1bed facing Beacon St,6,9,3,26988,Anne,4440,within a few hours,100,Apartment,Entire home/apt,2,175,1000,150,5,36
3 BR|2.5 BA Renovated House Parking Top Location,40,10,3,40946436,John,2231,within an hour,100,House,Entire home/apt,10,350,500,250,1,1125
"2 bed, 2 bath in heart of Boston!",78,9,2,11272292,Rebecca,2804,within an hour,97,Apartment,Entire home/apt,6,300,125,80,1,30
Stunning and Spacious in City Center,24,10,2,74813179,Mike,1936,within an hour,100,Apartment,Entire home/apt,6,375,100,80,1,1125
1BR Aptmt in Heart of Dwntn BOS!,14,10,3,81301451,Azize And Vivian,1903,within an hour,100,Apartment,Entire home/apt,2,140,200,40,1,1125
"Sunney, Beacon Hill one bedroom",6,9,3,3137257,Furnished Rentals,3333,within a few hours,97,Apartment,Entire home/apt,2,150,500,200,14,1125
"Best Boston location, 2BR",7,9,1,27293241,Ismail,2416,within a day,50,Apartment,Entire home/apt,6,250,100,100,1,1125
Modern 1 bedroom in heart of Boston,35,9,2,11272292,Rebecca,2804,within an hour,97,Apartment,Entire home/apt,3,240,100,50,1,1125
Expansive and Modern City Center,26,10,2,71536024,Bill,1955,within an hour,100,Apartment,Entire home/apt,6,375,100,80,1,1125
"Location, Location and Location",25,9,2,43959997,Emma,2198,within an hour,100,Apartment,Entire home/apt,4,225,300,85,2,1125
Apartment Steps from Boston Common,4,9,3,17045533,Lilly,2646,within a day,83,Apartment,Entire home/apt,2,175,500,160,2,1125
Spacious Downtown Two Bedroom,65,9,2,20582119,Jeff,2579,within an hour,100,Apartment,Entire home/apt,6,365,100,80,1,1125
"Modern Loft, 1700 SqFt. Location!",46,10,3,1911807,Chris,3476,within a few hours,100,Loft,Entire home/apt,4,449,500,100,2,1125
Private Room/Perfect Location!,46,10,3,167745,Angela,4082,within a day,70,Apartment,Private room,2,99,100,25,1,365
Unique Fenway/Back Bay/Copley 1 Bed,64,9,3,5618949,Alan,3098,within an hour,100,Apartment,Entire home/apt,4,127,100,40,1,1125
Renovated One Bedroom in Back Bay,121,10,3,9410008,Jason,2896,within an hour,100,Apartment,Entire home/apt,3,199,300,80,3,45
Cozy luxury Apt near prudential Center,5,10,3,52580942,Ben,2090,within an hour,100,Apartment,Entire home/apt,2,150,100,50,2,1125
Large Space in Living Room - Commonwealth Avenue,2,10,3,69884462,Syed,1965,within an hour,100,Apartment,Private room,1,99,100,50,1,1125
Fascinating Cozy Apt  with parking,38,9,3,52580942,Ben,2090,within an hour,100,Apartment,Entire home/apt,4,140,100,35,1,1125
Studio apartment in Fenway,58,9,3,24732813,Son,2472,within a day,60,Apartment,Entire home/apt,2,140,100,45,2,1125
High End Designer In Great Location,12,10,1,13931840,Dylan,2722,within an hour,97,Apartment,Entire home/apt,2,160,250,90,3,180
Cozy private room near Fenway Park,3,8,2,33319723,Anna,2319,within an hour,100,Apartment,Private room,2,85,200,20,1,1125
Modern Apartment in Back Bay Boston,9,9,1,34077299,Russell,2308,within a day,50,Apartment,Entire home/apt,3,175,500,25,1,1125
"LOCATION! SAFE,CENTRAL CITY! CHARM!",9,8,2,9529655,Suzanne,2889,within a few hours,100,Condominium,Entire home/apt,1,295,200,50,4,160
"Cozy Fenway Studio, Be Our Guest!",65,9,3,5618949,Alan,3098,within an hour,100,Apartment,Entire home/apt,4,189,100,40,1,1125
"Great location, cozy, comfortable",2,10,1,76224461,JuJu,1929,within an hour,100,Apartment,Entire home/apt,2,175,100,30,2,4
Charming Private Suite w/Patio,36,9,2,6262335,Katie,3056,within a few hours,93,House,Private room,3,149,300,25,1,1125
"Back Bay, Walking to Convention or Newbury or T!",1,10,3,21184200,Paige,2564,within an hour,99,Apartment,Entire home/apt,6,200,99,50,1,1125
Sunny & beautiful! Walk everywhere!,56,9,3,4170200,Anna,3227,within an hour,100,Apartment,Entire home/apt,2,193,300,60,1,1125
"Cozy, convenient Fenway 1 BR",2,10,1,83270862,Lizzy,1893,a few days or more,30,Apartment,Entire home/apt,3,150,100,75,3,14
"FENWAY PARK, EMMANUEL, Green line T, Easy!!",21,9,3,21184200,Paige,2564,within an hour,99,Apartment,Entire home/apt,8,299,99,60,1,1125
Sunny Studio at Fenway,11,10,2,48018479,Yining,2146,within an hour,100,Apartment,Entire home/apt,2,120,300,75,1,1125
Cozy Luxury Apt in Boston/Backbay/Fenway/Symphony,74,10,3,32860113,Emily,2325,within an hour,100,Apartment,Entire home/apt,2,180,500,30,2,1125
Nice 1 BR on the park,23,10,2,32278468,Doug,2332,within an hour,100,Apartment,Entire home/apt,3,225,300,50,2,1125
Private apartment on Newbury Street,3,9,2,29336905,Emily,2379,within a day,100,Apartment,Entire home/apt,2,275,500,100,2,60
"Light-filled, central apartment",5,10,2,23181076,Iain,2513,within a day,100,Apartment,Entire home/apt,3,190,100,58,3,1125
Location! Spacious with patio,3,9,3,10132799,Ezra,2859,within a day,100,Apartment,Shared room,2,79,200,35,1,2
Centrally located studio apartment,3,7,3,80570686,Sienna,1907,within an hour,100,Apartment,Entire home/apt,3,150,100,50,3,60
Convenient Studio in Fenway Area,1,8,2,46814477,Tao,2161,within an hour,100,Apartment,Private room,1,159,199,79,1,1125
Parkside and sunny with a view,2,10,2,12790789,Amanda,2754,within a day,100,Apartment,Entire home/apt,4,210,200,200,3,1125
"Cozy, Convenient Back Bay Home",28,9,2,35990162,Gerald,2285,within an hour,100,Apartment,Entire home/apt,2,200,100,70,3,1125
Bedroom in Heart of Fenway,3,10,3,84987667,Anne,1885,within an hour,100,Apartment,Private room,1,87,200,50,1,14
Cozy Apt in Symphony/Fenway,4,8,3,31035017,Jason,2351,within an hour,100,Apartment,Entire home/apt,2,160,100,8,1,1125
Fenway 1BD in 1920s building.,13,9,3,23822417,Barbara + Tyler,2497,within an hour,100,Apartment,Entire home/apt,4,200,200,30,2,1125
Cozy room at Fenway,11,9,3,42073056,Filipe,2220,within an hour,100,Apartment,Private room,2,89,95,20,1,1125
Brand New Apt in Great Location!,29,9,2,44341268,Tony,2193,within a few hours,100,Apartment,Entire home/apt,5,295,500,99,3,1125
"Comfy 1 Bedroom, Centrally Located",3,9,1,958639,Larry,3690,within an hour,100,Apartment,Entire home/apt,2,155,100,75,3,4
Fenway Park Top Floor Quiet Gem,43,8,3,9967305,Kelly,2866,within a few hours,96,Apartment,Entire home/apt,3,115,100,50,2,10
Back Bay Elegance in Brighton ,125,9,3,9508341,Phyllis,2891,within an hour,100,House,Private room,2,99,100,20,1,1125
"1 BR Top Floor Retreat, near Harvard Sq",10,9,1,78433797,Elizabeth,1917,within an hour,100,Apartment,Private room,2,58,95,8,1,14
Welcome2Boston2: Near BC/BU/Harvard,29,9,3,29066313,Andy,2384,within a few hours,100,Apartment,Entire home/apt,6,193,150,95,1,1125
Shared Room near Harvard Free Parking & Wi-Fi 可講中文,33,10,2,17177989,Ai-Ying,2642,within a few hours,100,House,Shared room,1,58,100,10,2,1125
"BC,BU sleeps 4,close to T,Boston",10,9,3,46024636,Paul,2172,within an hour,100,Apartment,Entire home/apt,4,110,300,100,2,1125
Comfortable one bedroom in Boston Landing,11,10,2,6210771,Matthew,3059,within a few hours,69,Apartment,Entire home/apt,4,135,500,50,2,12
"Nice, clean and lovely",2,9,3,69422156,Zhengyang,1968,within a day,67,Apartment,Shared room,1,40,100,5,1,1125
Bright and cozy newly renovated 1BR,19,9,2,50437930,Misha,2115,within an hour,100,Apartment,Entire home/apt,4,140,500,50,2,1125
Brighton/Allston quiet neighborhood/furnished,2,10,3,77158766,Eunice,1924,within a few hours,100,House,Private room,1,42,300,50,30,365
Stunning room in hipster town,24,9,3,15575274,Sa,2682,within an hour,100,Apartment,Private room,1,79,100,70,1,1125
"Sunny renovated 1 bed, near BC,BU",30,9,3,31340713,Kama,2346,within an hour,100,Apartment,Entire home/apt,3,125,350,100,2,1125
Beautiful room in hipster town,17,10,3,15575274,Sa,2682,within an hour,100,Apartment,Private room,1,81,100,70,1,1125
"Private Room in 1st floor apartment: Brighton, MA",4,9,3,18396057,Joshua,2617,within an hour,100,Apartment,Private room,3,227,250,10,1,1125
Cozy and Easy Access to Everything,87,10,3,36453929,James & Afeng,2279,within an hour,100,Apartment,Private room,2,110,100,15,1,5
"Sofa-bed with laundry, Wi-Fi, and kitchen near BC",6,10,1,73947522,Kelsey,1941,within an hour,100,Apartment,Shared room,2,40,95,10,1,4
Historic House modernized,20,10,2,24124767,Jeff,2489,within an hour,100,House,Entire home/apt,12,450,500,250,3,1125
"One bedroom, one bath apartment",1,10,2,8130814,Lison,2957,within a day,100,Apartment,Entire home/apt,1,85,500,200,3,1125
"sunny,cozy,near BC,BU,Boston,MBTA",15,9,3,31340713,Kama,2346,within an hour,100,Apartment,Entire home/apt,4,85,350,100,1,1125
Brighton 2BR by BC campus with lake view and AC,2,10,2,68779474,Steven,1971,within an hour,100,Apartment,Entire home/apt,4,120,200,35,3,90
Bright 2BR by BC Campus,7,10,3,12243051,Flatbook,2772,within a few hours,71,Apartment,Entire home/apt,4,239,400,95,3,1125
"Lovely 2BR+,  2BA w/ Exercise Room",13,9,3,57951755,Andrea,2048,within a day,100,Apartment,Entire home/apt,6,194,300,95,1,1125
Cozy 1 BR APT with assigned parking,1,8,2,24075349,Andrew,2490,within a day,100,Apartment,Entire home/apt,3,250,500,100,1,1125
"Pvt fl w/2BR, 1B, 1LR w/couchbed",34,9,2,43777733,Marc,2200,within an hour,100,Condominium,Entire home/apt,6,150,200,25,2,1125
New 1Bed w/ Gorgeous Kitchen + Bath,31,9,2,697401,Nick,3749,within an hour,100,House,Entire home/apt,5,140,200,60,1,95
"Modern 3 bed/1 bath, w/ Shower Spa",2,10,3,26704689,Mac,2427,within an hour,100,Apartment,Entire home/apt,10,500,500,150,3,1125
"Private bedroom, bath and lounge.",120,9,3,1123263,Deepti & Michael,3663,within an hour,100,Apartment,Private room,2,110,100,15,2,21
Nice studio near Boston College&BU,19,8,3,6468409,Katharina,3043,within a day,100,Apartment,Entire home/apt,2,120,150,50,1,1125
Quiet room Peaceful neighborhood Close to Harvard,1,8,3,77158766,Eunice,1924,within a few hours,100,Apartment,Private room,1,39,300,50,4,999
Double room full bath and Parking,44,10,2,7640908,Tom,2979,within an hour,100,House,Private room,3,115,100,50,2,28
"Cozy, Patio, Pool, and Whole Foods",51,9,3,546854,Sanjay,3793,within an hour,100,Apartment,Entire home/apt,4,103,250,85,2,1125
Between BU/BC & great for groups,39,9,3,29066313,Andy,2384,within a few hours,100,Apartment,Entire home/apt,6,211,100,75,2,1125
2 Bedrooms with 1 private bathroom,104,9,3,1521296,Yossi,3559,within an hour,100,House,Private room,4,70,100,35,2,1125
Spacious 1BR on Green Line - BC BU,2,9,3,9634183,Sera,2884,within a day,100,Apartment,Entire home/apt,4,100,250,50,3,1125
Private room/bath in single family,16,9,2,23127374,Valerie,2515,within a few hours,100,House,Private room,2,99,100,25,2,1125
Convenient Boston Hotel Alternative,33,10,3,4434391,Damon,3195,within an hour,100,Apartment,Entire home/apt,2,119,150,25,3,1125
"Charming, Cozy, Convenient Home",14,10,3,69086583,Alex,1970,within an hour,100,House,Entire home/apt,9,223,600,115,1,1125
Spacious West Roxbury House,1,10,1,19520294,Peter,2600,within a few hours,100,House,Private room,4,100,300,5,1,1125
"Rustic, european style 3 bed/2bath",22,10,3,29483150,Irida,2376,within a few hours,100,Apartment,Entire home/apt,6,245,300,75,2,1125
"Free parking, spacious private room",58,10,3,7614614,Yedan,2981,within an hour,100,House,Private room,2,70,100,20,2,1125
Historic Single Family Victorian!,3,10,3,68502098,Kristen,1973,within a few hours,100,House,Entire home/apt,6,300,500,75,3,30
Beautiful room in Boston,1,8,2,50345300,Ashakie,2116,within a day,60,House,Private room,1,45,100,40,1,1125
Bright and very spacious private room,6,10,1,3155386,Lissette,3331,within a few hours,80,Apartment,Private room,2,47,100,10,1,1125
`Hidden Gem in Boston,27,10,2,17890131,Grace & Mark,2627,within a few hours,100,Loft,Entire home/apt,4,85,200,28,1,1125
The King's Palace ,1,10,3,20598985,Carlotta,2578,within a day,100,House,Private room,2,65,100,15,1,1125
Hidden Gem in Boston (Hyde Park),10,9,2,7303930,Lawrence & Carrie,2996,within an hour,100,Apartment,Entire home/apt,5,250,200,75,3,1125
Charming Victorian Furnished Home,30,9,2,19466495,Barbara,2601,within a few hours,90,Apartment,Entire home/apt,6,160,100,150,4,1125
Lower Mills Area Victorian Home,16,9,2,4729990,Nicole,3166,within an hour,100,Bed & Breakfast,Private room,2,75,100,15,1,360
Lower Mills Victorian Home SuiteTwo,23,9,3,4729990,Nicole,3166,within an hour,100,Bed & Breakfast,Private room,2,75,200,15,1,360
Victorian In-law,48,9,3,11631886,Cynthia,2792,within an hour,100,House,Private room,3,79,100,25,1,14
3 bedrooms in Victorian home.,27,8,3,11631886,Cynthia,2792,within an hour,100,House,Private room,8,169,200,75,1,14
Victorian Full Bed,70,9,3,11631886,Cynthia,2792,within an hour,100,House,Private room,2,59,100,25,1,14
Cozy and Quaint home away from home,10,9,3,19066350,Eric,2608,within a day,80,Apartment,Entire home/apt,5,65,200,100,4,1125
Victorian queen,81,9,3,11631886,Cynthia,2792,within an hour,100,House,Private room,2,69,100,25,1,14
Lovely cozy room close to Subway,1,8,3,52601623,Jean,2089,within an hour,98,Apartment,Private room,1,55,150,30,1,1125
Luxury Duplex Apartment,1,10,3,24658662,Mohsen,2474,within an hour,100,Apartment,Entire home/apt,4,198,500,60,1,1125
"Cozy room, 2 min walk to redline T",3,9,3,52601623,Jean,2089,within an hour,98,Apartment,Private room,2,55,200,40,1,1125
Comfort in Historic Melville Park 1,131,9,3,847253,Susan,3711,within an hour,100,House,Private room,3,69,100,40,2,150
Cozy room in host's apt near train,3,10,3,52601623,Jean,2089,within an hour,98,Apartment,Private room,2,55,120,25,1,1125
"2 Bedrms, 2 Priv Bath&Priv Entrance",57,10,2,914630,Bill,3698,within a few hours,100,House,Private room,4,125,100,75,3,8
Gorgeous 2 BR In Boston,3,8,3,1171636,William,3653,within a day,57,Apartment,Entire home/apt,2,120,300,50,5,30
Great Brownstone-Private Room,1,10,3,31175333,Joyce,2349,within an hour,100,Townhouse,Private room,1,73,100,75,4,28
Nice Cozy / room E,111,9,2,119019,Hermina,4153,within an hour,100,House,Private room,2,50,100,15,2,1125
MODERN | 5BR 2BA | 5 min to BOS,49,9,3,13124709,Thomas & Jenny,2744,within an hour,100,Apartment,Entire home/apt,10,225,800,199,1,1125
Beautiful Victorian House /room B,194,9,3,119019,Hermina,4153,within an hour,100,House,Private room,3,65,100,10,1,365
Room in Beautiful Townhouse /F,33,9,2,119019,Hermina,4153,within an hour,100,House,Private room,2,70,100,10,1,365
Nice Private Room with Airbed,5,9,2,16186589,Marie,2667,within a few hours,100,Apartment,Private room,1,35,500,50,10,1125
"3 bedrms, 2 Priv bath",3,9,3,914630,Bill,3698,within a few hours,100,House,Private room,6,325,500,100,2,5
Historical Gaslight Street - R1,92,10,2,6430732,Victoria,3046,within a few hours,100,Apartment,Private room,3,70,150,15,2,1125
Big room with two bed/Room A,291,9,3,119019,Hermina,4153,within an hour,100,House,Private room,4,65,100,15,1,365
Room in Beautiful Townhouse /G,81,9,2,119019,Hermina,4153,within an hour,100,House,Private room,2,70,100,10,1,365
Perfect Private Room With Airbed.,1,10,2,16186589,Marie,2667,within a few hours,100,Apartment,Private room,1,29,500,50,10,1125
Private room near the red line,1,8,2,1978999,Bryan,3467,within an hour,100,Apartment,Private room,2,90,100,10,1,4
Affordable Private Room with Airbed,2,10,2,16186589,Marie,2667,within a few hours,100,Apartment,Private room,1,31,500,50,10,1125
Historical Gaslight Street - R2,85,10,2,6430732,Victoria,3046,within a few hours,100,Apartment,Private room,1,45,150,10,2,1125
1BR 2-5 minutes walk to Red Line!,3,9,2,16186589,Marie,2667,within a few hours,100,Apartment,Private room,1,70,500,50,7,1125
Beautiful Victorian House /C,241,9,3,119019,Hermina,4153,within an hour,100,House,Private room,3,55,100,15,1,365
Private Bdr1 with Airbed,2,10,2,16186589,Marie,2667,within a few hours,100,Apartment,Private room,1,31,500,50,10,1125
1Beautiful Philadelphia Style Home!,7,9,1,5163862,Natalie & Kwame,3131,within an hour,100,House,Private room,1,51,95,15,1,1125
Andrea's Private Bath T Downtown,231,10,1,6608084,CarneyFamily,3035,within an hour,100,House,Private room,3,83,100,28,1,1125
John and Robert's Harbor View ,231,10,1,6608084,CarneyFamily,3035,within an hour,100,House,Private room,3,75,100,24,1,1125
"Huge sunny room, Classy Apt, Shared bath, Redline",30,9,3,16881770,Isa,2650,within an hour,100,Apartment,Private room,2,60,200,20,3,22
"Clean spacious room, pvt bathroom, parking & deck",45,10,1,21747122,Darren,2550,within an hour,100,Condominium,Private room,2,115,250,35,2,10
Stunning New Unit w/ 2 Parking Spots!,6,10,3,4776690,Dan,3162,within an hour,100,Apartment,Entire home/apt,9,264,250,75,1,1125
Beautiful 3 bedroom Dorchester MA,25,9,2,27842033,Bernard,2405,within an hour,100,Apartment,Entire home/apt,6,110,125,25,1,1125
"Umass,MGH,City,BCEC,Longwood 2A",2,6,3,16442921,Orchid,2661,within a few hours,79,Apartment,Private room,2,65,100,40,4,60
Home Comfort on the Red Line,55,9,2,34118474,Mike And Rachael,2308,within an hour,100,Condominium,Private room,2,70,200,10,1,6
Private Room with Airbed,4,10,2,16186589,Marie,2667,within a few hours,100,Apartment,Private room,1,34,500,50,10,1125
Victorian house One bedroom apt furnished,2,10,1,78915790,Gennaro,1915,within an hour,90,Apartment,Entire home/apt,3,85,95,50,7,30
Walk To The Beach or City 2,18,8,1,30342817,Piter,2362,within an hour,100,House,Private room,5,75,150,25,1,1125
COZY 2 BEDROOM IN GREATER BOSTON,185,9,2,2618808,Curtis,3384,within an hour,100,Apartment,Entire home/apt,4,109,100,60,2,730
Barney's Master Bedroom T Downtown,194,10,1,6608084,CarneyFamily,3035,within an hour,100,House,Private room,3,76,100,25,1,300
Bright Room #4 Close JFK Red Line T Station,1,10,1,38080223,Tina,2261,within an hour,100,Apartment,Private room,1,45,200,50,15,58
"Umass,MGH,City,BCEC, Longwood(E)",9,7,3,16442921,Orchid,2661,within a few hours,79,Apartment,Private room,1,49,100,49,4,60
"Umass, MGH, City, BCEC, Longwood3E",5,6,3,16442921,Orchid,2661,within a few hours,79,Apartment,Private room,1,49,100,45,3,60
Walk To The Beach or City,46,9,1,30342817,Piter,2362,within an hour,100,House,Private room,5,100,150,25,1,1125
My Boston room by the subway :),2,10,2,57812241,Alexia,2049,within a few hours,100,Apartment,Private room,2,85,250,30,2,120
Cozy Room with AirBed,3,10,2,16186589,Marie,2667,within a few hours,100,Apartment,Private room,1,35,500,50,10,1125
"Umass, City, MGH,BECE,Longwood 3A",16,7,3,16442921,Orchid,2661,within a few hours,79,Apartment,Private room,2,68,100,49,2,75
"Umass,city, longwood, MGH, BCEC 16B",4,6,3,16442921,Orchid,2661,within a few hours,79,Apartment,Private room,2,65,100,49,3,1125
"Spacious room, Shared bath, Red line",45,9,3,16881770,Isa,2650,within an hour,100,Apartment,Private room,2,50,200,20,3,27
Sunny Private Bedroom with Parking,8,9,2,494453,Dave,3815,within a day,90,Condominium,Private room,2,80,100,25,1,1125
Luxurious Modern 2 bedroom 2 bathroom,2,9,3,22171183,Hussein,2539,within an hour,100,Apartment,Entire home/apt,4,160,350,100,3,1125
"Comfy bed, Shared bath, Red line",25,10,3,16881770,Isa,2650,within an hour,100,Apartment,Private room,1,45,200,20,3,27
Spacious Bedroom in Cozy Home!,36,9,3,15583990,Natalia,2682,within an hour,100,Apartment,Private room,3,64,250,25,1,20
Double Room in Beautiful Home!,43,9,3,15583990,Natalia,2682,within an hour,100,Apartment,Private room,4,75,250,40,1,14
1BR/ 1BA in 2BR/2BA w/ ocean view,14,10,3,20399668,Ananya,2583,within a few hours,100,Apartment,Private room,2,55,150,30,1,1125
Beautiful Victorian House/Room D,125,9,3,119019,Hermina,4153,within an hour,100,House,Private room,2,65,100,10,2,365
Cozy Condo w/ Separate Bath,3,9,1,7341841,Carol,2994,within an hour,100,Condominium,Private room,2,65,100,25,2,14
Minshu's Boston room by subway,4,10,2,57812241,Alexia,2049,within a few hours,100,Apartment,Private room,2,80,200,30,2,150
Beautiful Apt/Queen Bed/Near Subway,110,10,3,24658662,Mohsen,2474,within an hour,100,Apartment,Private room,2,45,100,40,1,1125
"Great Room near Red Line, free parking",14,10,2,9830531,Rebecca,2873,within a few hours,100,Apartment,Private room,2,70,150,25,1,1125
BOSTON HOME 5 min walk to Train Sta,21,9,3,37892354,Melissa,2263,within an hour,100,Apartment,Entire home/apt,6,175,400,100,1,1125
Cozy Room in Large Home!,29,9,3,15583990,Natalia,2682,within an hour,100,Apartment,Private room,2,59,250,25,1,14
The Penthouse | 2BR 1BA | 4th Floor,12,9,3,71783,Lance,4259,within a day,73,Apartment,Entire home/apt,4,125,500,150,2,365
"Umass, MGH, City,BCEC,Longwood 2B",8,9,3,16442921,Orchid,2661,within a few hours,79,Apartment,Private room,1,63,100,50,4,60
"Umass, MGH, City,BCEC,Longwood 3B",5,8,3,16442921,Orchid,2661,within a few hours,79,Apartment,Private room,1,49,100,49,3,60
Private Room in Spacious Apartment3,7,7,2,1997048,ToRena,3465,within a few hours,100,Apartment,Private room,2,72,100,25,3,1125
Sunny Two Bedroom Condo,12,9,1,2863349,Michael,3359,within an hour,100,Apartment,Entire home/apt,5,130,100,50,1,1125
Transit Accessible Private Room With Airbed!,1,10,2,16186589,Marie,2667,within a few hours,100,Apartment,Private room,1,31,500,50,10,1125
Spacious Room on Top Floor!,33,9,3,15583990,Natalia,2682,within an hour,100,Apartment,Private room,4,67,250,40,1,14
Private Room in Spacious Apartment1,20,8,2,1997048,ToRena,3465,within a few hours,100,Apartment,Private room,1,56,100,25,3,1125
The Grand View | 4 BR 2BA | Home,19,9,3,71783,Lance,4259,within a day,73,House,Entire home/apt,9,175,500,200,2,365
Beautiful 3BR Townhouse w/ Garage,18,10,2,21093140,Paul And Lauren,2566,within a day,80,Apartment,Entire home/apt,6,300,750,125,3,8
The Shawmut | 2BR 1BA | 1st Floor,11,9,3,71783,Lance,4259,within a day,73,Apartment,Entire home/apt,5,125,500,150,2,365
"Umass,City,MGH,Longwood(BI,BWH)(D)",16,8,3,16442921,Orchid,2661,within a few hours,79,Apartment,Private room,2,65,100,49,4,60
"Umass,MGH,Harvard,MIT,Longwood A3",3,3,3,16442921,Orchid,2661,within a few hours,79,Apartment,Private room,2,68,100,45,1,1125
The Mayhew | 2BR 1BA | 3rd Floor,10,9,3,71783,Lance,4259,within a day,73,Apartment,Entire home/apt,4,125,500,150,2,365
2 bedroom close to public transit,40,9,2,10663539,Laine & Nam,2832,within a day,88,Apartment,Entire home/apt,4,89,100,50,3,60
2Beautiful Philadelphia Style Home!,12,9,2,5163862,Natalie & Kwame,3131,within an hour,100,House,Private room,2,52,95,15,1,1125
Room with AirBed Near T!,3,10,2,16186589,Marie,2667,within a few hours,100,Apartment,Private room,1,38,500,50,10,1125
"Cozy 3 Bedroom, 1 Bath, 1st Floor",30,10,2,66645251,Mary,1986,within an hour,100,Apartment,Entire home/apt,6,165,600,65,1,1125
